$ pypy -V
Python 2.7.10 (0e2d9a73f5a1818d0245d75daccdbe21b2d5c3ef, Sep 09 2016, 08:57:59)
[PyPy 5.4.1 with GCC 6.1.1 20160621 (Red Hat 6.1.1-3)]

$ pypy runtests.py -v
    return self._compile_bytecode()
  File "/home/graham/pypy/numba/numba/compiler.py", line 690, in _compile_bytecode
    return self._compile_core()
  File "/home/graham/pypy/numba/numba/compiler.py", line 677, in _compile_core
    res = pm.run(self.status)
  File "/home/graham/pypy/numba/numba/compiler.py", line 257, in run
    raise patched_exception
RuntimeError: Caused By:
Traceback (most recent call last):
  File "/home/graham/pypy/numba/numba/compiler.py", line 249, in run
    stage()
  File "/home/graham/pypy/numba/numba/compiler.py", line 617, in stage_nopython_backend
    self._backend(lowerfn, objectmode=False)
  File "/home/graham/pypy/numba/numba/compiler.py", line 572, in _backend
    lowered = lowerfn()
  File "/home/graham/pypy/numba/numba/compiler.py", line 559, in backend_nopython_mode
    self.flags)
  File "/home/graham/pypy/numba/numba/compiler.py", line 847, in native_lowering_stage
    lower.create_cpython_wrapper(flags.release_gil)
  File "/home/graham/pypy/numba/numba/lowering.py", line 213, in create_cpython_wrapper
    release_gil=release_gil)
  File "/home/graham/pypy/numba/numba/targets/cpu.py", line 136, in create_cpython_wrapper
    builder.build()
  File "/home/graham/pypy/numba/numba/callwrapper.py", line 122, in build
    self.build_wrapper(api, builder, closure, args, kws)
  File "/home/graham/pypy/numba/numba/callwrapper.py", line 155, in build_wrapper
    val = cleanup_manager.add_arg(builder.load(obj), ty)
  File "/home/graham/pypy/numba/numba/callwrapper.py", line 32, in add_arg
    native = self.api.to_native_value(ty, obj)
  File "/home/graham/pypy/numba/numba/pythonapi.py", line 1335, in to_native_value
    return impl(typ, obj, c)
  File "/home/graham/pypy/numba/numba/targets/boxing.py", line 489, in unbox_tuple
    native = c.unbox(eltype, elem)
  File "/home/graham/pypy/numba/numba/pythonapi.py", line 68, in unbox
    return self.pyapi.to_native_value(typ, obj)
  File "/home/graham/pypy/numba/numba/pythonapi.py", line 1335, in to_native_value
    return impl(typ, obj, c)
  File "/home/graham/pypy/numba/numba/targets/boxing.py", line 606, in unbox_list
    raise RuntimeError('Not supported on PyPy')
RuntimeError: Not supported on PyPy

Failed at nopython (nopython mode backend)
Not supported on PyPy

======================================================================
ERROR: test_numbers (numba.tests.test_lists.TestUnboxing)
----------------------------------------------------------------------
Traceback (most recent call last):
  File "/home/graham/pypy/numba/numba/tests/test_lists.py", line 755, in test_numbers
    check([1, 2])
  File "/home/graham/pypy/numba/numba/tests/test_lists.py", line 749, in check
    got = cfunc(arg)
  File "/home/graham/pypy/numba/numba/dispatcher.py", line 285, in _compile_for_args
    return self.compile(tuple(argtypes))
  File "/home/graham/pypy/numba/numba/dispatcher.py", line 531, in compile
    cres = self._compiler.compile(args, return_type)
  File "/home/graham/pypy/numba/numba/dispatcher.py", line 80, in compile
    flags=flags, locals=self.locals)
  File "/home/graham/pypy/numba/numba/compiler.py", line 725, in compile_extra
    return pipeline.compile_extra(func)
  File "/home/graham/pypy/numba/numba/compiler.py", line 369, in compile_extra
    return self.compile_bytecode(bc, func_attr=self.func_attr)
  File "/home/graham/pypy/numba/numba/compiler.py", line 378, in compile_bytecode
    return self._compile_bytecode()
  File "/home/graham/pypy/numba/numba/compiler.py", line 690, in _compile_bytecode
    return self._compile_core()
  File "/home/graham/pypy/numba/numba/compiler.py", line 677, in _compile_core
    res = pm.run(self.status)
  File "/home/graham/pypy/numba/numba/compiler.py", line 257, in run
    raise patched_exception
RuntimeError: Caused By:
Traceback (most recent call last):
  File "/home/graham/pypy/numba/numba/compiler.py", line 249, in run
    stage()
  File "/home/graham/pypy/numba/numba/compiler.py", line 617, in stage_nopython_backend
    self._backend(lowerfn, objectmode=False)
  File "/home/graham/pypy/numba/numba/compiler.py", line 572, in _backend
    lowered = lowerfn()
  File "/home/graham/pypy/numba/numba/compiler.py", line 559, in backend_nopython_mode
    self.flags)
  File "/home/graham/pypy/numba/numba/compiler.py", line 847, in native_lowering_stage
    lower.create_cpython_wrapper(flags.release_gil)
  File "/home/graham/pypy/numba/numba/lowering.py", line 213, in create_cpython_wrapper
    release_gil=release_gil)
  File "/home/graham/pypy/numba/numba/targets/cpu.py", line 136, in create_cpython_wrapper
    builder.build()
  File "/home/graham/pypy/numba/numba/callwrapper.py", line 122, in build
    self.build_wrapper(api, builder, closure, args, kws)
  File "/home/graham/pypy/numba/numba/callwrapper.py", line 155, in build_wrapper
    val = cleanup_manager.add_arg(builder.load(obj), ty)
  File "/home/graham/pypy/numba/numba/callwrapper.py", line 32, in add_arg
    native = self.api.to_native_value(ty, obj)
  File "/home/graham/pypy/numba/numba/pythonapi.py", line 1335, in to_native_value
    return impl(typ, obj, c)
  File "/home/graham/pypy/numba/numba/targets/boxing.py", line 606, in unbox_list
    raise RuntimeError('Not supported on PyPy')
RuntimeError: Not supported on PyPy

Failed at nopython (nopython mode backend)
Not supported on PyPy

======================================================================
ERROR: test_tuples (numba.tests.test_lists.TestUnboxing)
----------------------------------------------------------------------
Traceback (most recent call last):
  File "/home/graham/pypy/numba/numba/tests/test_lists.py", line 760, in test_tuples
    check([(1, 2), (3, 4)])
  File "/home/graham/pypy/numba/numba/tests/test_lists.py", line 749, in check
    got = cfunc(arg)
  File "/home/graham/pypy/numba/numba/dispatcher.py", line 285, in _compile_for_args
    return self.compile(tuple(argtypes))
  File "/home/graham/pypy/numba/numba/dispatcher.py", line 531, in compile
    cres = self._compiler.compile(args, return_type)
  File "/home/graham/pypy/numba/numba/dispatcher.py", line 80, in compile
    flags=flags, locals=self.locals)
  File "/home/graham/pypy/numba/numba/compiler.py", line 725, in compile_extra
    return pipeline.compile_extra(func)
  File "/home/graham/pypy/numba/numba/compiler.py", line 369, in compile_extra
    return self.compile_bytecode(bc, func_attr=self.func_attr)
  File "/home/graham/pypy/numba/numba/compiler.py", line 378, in compile_bytecode
    return self._compile_bytecode()
  File "/home/graham/pypy/numba/numba/compiler.py", line 690, in _compile_bytecode
    return self._compile_core()
  File "/home/graham/pypy/numba/numba/compiler.py", line 677, in _compile_core
    res = pm.run(self.status)
  File "/home/graham/pypy/numba/numba/compiler.py", line 257, in run
    raise patched_exception
RuntimeError: Caused By:
Traceback (most recent call last):
  File "/home/graham/pypy/numba/numba/compiler.py", line 249, in run
    stage()
  File "/home/graham/pypy/numba/numba/compiler.py", line 617, in stage_nopython_backend
    self._backend(lowerfn, objectmode=False)
  File "/home/graham/pypy/numba/numba/compiler.py", line 572, in _backend
    lowered = lowerfn()
  File "/home/graham/pypy/numba/numba/compiler.py", line 559, in backend_nopython_mode
    self.flags)
  File "/home/graham/pypy/numba/numba/compiler.py", line 847, in native_lowering_stage
    lower.create_cpython_wrapper(flags.release_gil)
  File "/home/graham/pypy/numba/numba/lowering.py", line 213, in create_cpython_wrapper
    release_gil=release_gil)
  File "/home/graham/pypy/numba/numba/targets/cpu.py", line 136, in create_cpython_wrapper
    builder.build()
  File "/home/graham/pypy/numba/numba/callwrapper.py", line 122, in build
    self.build_wrapper(api, builder, closure, args, kws)
  File "/home/graham/pypy/numba/numba/callwrapper.py", line 155, in build_wrapper
    val = cleanup_manager.add_arg(builder.load(obj), ty)
  File "/home/graham/pypy/numba/numba/callwrapper.py", line 32, in add_arg
    native = self.api.to_native_value(ty, obj)
  File "/home/graham/pypy/numba/numba/pythonapi.py", line 1335, in to_native_value
    return impl(typ, obj, c)
  File "/home/graham/pypy/numba/numba/targets/boxing.py", line 606, in unbox_list
    raise RuntimeError('Not supported on PyPy')
RuntimeError: Not supported on PyPy

Failed at nopython (nopython mode backend)
Not supported on PyPy

======================================================================
ERROR: test_cleanup_buffer (numba.tests.test_conversion.TestConversion)
----------------------------------------------------------------------
Traceback (most recent call last):
  File "/home/graham/pypy/numba/numba/tests/test_conversion.py", line 202, in test_cleanup_buffer
    self.check_argument_cleanup(types.Buffer(types.intc, 1, 'C'), mem)
  File "/home/graham/pypy/numba/numba/tests/test_conversion.py", line 187, in check_argument_cleanup
    with self.assertRefCount(*objects):
  File "/home/graham/pypy/pypy-5.4.1-linux/lib-python/2.7/contextlib.py", line 17, in __enter__
    return self.gen.next()
  File "/home/graham/pypy/numba/numba/tests/support.py", line 114, in assertRefCount
    old_refcounts = [sys.getrefcount(x) for x in objects]
AttributeError: 'module' object has no attribute 'getrefcount'

======================================================================
ERROR: test_cleanup_optional (numba.tests.test_conversion.TestConversion)
----------------------------------------------------------------------
Traceback (most recent call last):
  File "/home/graham/pypy/numba/numba/tests/test_conversion.py", line 217, in test_cleanup_optional
    self.check_argument_cleanup(tp, mem)
  File "/home/graham/pypy/numba/numba/tests/test_conversion.py", line 187, in check_argument_cleanup
    with self.assertRefCount(*objects):
  File "/home/graham/pypy/pypy-5.4.1-linux/lib-python/2.7/contextlib.py", line 17, in __enter__
    return self.gen.next()
  File "/home/graham/pypy/numba/numba/tests/support.py", line 114, in assertRefCount
    old_refcounts = [sys.getrefcount(x) for x in objects]
AttributeError: 'module' object has no attribute 'getrefcount'

======================================================================
ERROR: test_cleanup_record (numba.tests.test_conversion.TestConversion)
----------------------------------------------------------------------
Traceback (most recent call last):
  File "/home/graham/pypy/numba/numba/tests/test_conversion.py", line 207, in test_cleanup_record
    self.check_argument_cleanup(numpy_support.from_dtype(dtype), recarr[0])
  File "/home/graham/pypy/numba/numba/tests/test_conversion.py", line 187, in check_argument_cleanup
    with self.assertRefCount(*objects):
  File "/home/graham/pypy/pypy-5.4.1-linux/lib-python/2.7/contextlib.py", line 17, in __enter__
    return self.gen.next()
  File "/home/graham/pypy/numba/numba/tests/support.py", line 114, in assertRefCount
    old_refcounts = [sys.getrefcount(x) for x in objects]
AttributeError: 'module' object has no attribute 'getrefcount'

======================================================================
ERROR: test_cleanup_tuple (numba.tests.test_conversion.TestConversion)
----------------------------------------------------------------------
Traceback (most recent call last):
  File "/home/graham/pypy/numba/numba/tests/test_conversion.py", line 212, in test_cleanup_tuple
    self.check_argument_cleanup(tp, (mem, mem))
  File "/home/graham/pypy/numba/numba/tests/test_conversion.py", line 187, in check_argument_cleanup
    with self.assertRefCount(*objects):
  File "/home/graham/pypy/pypy-5.4.1-linux/lib-python/2.7/contextlib.py", line 17, in __enter__
    return self.gen.next()
  File "/home/graham/pypy/numba/numba/tests/support.py", line 114, in assertRefCount
    old_refcounts = [sys.getrefcount(x) for x in objects]
AttributeError: 'module' object has no attribute 'getrefcount'

======================================================================
ERROR: test_multiple_args_records (numba.tests.test_conversion.TestConversion)
----------------------------------------------------------------------
Traceback (most recent call last):
  File "/home/graham/pypy/numba/numba/tests/test_conversion.py", line 154, in test_multiple_args_records
    with self.assertRefCount(st1):
  File "/home/graham/pypy/pypy-5.4.1-linux/lib-python/2.7/contextlib.py", line 17, in __enter__
    return self.gen.next()
  File "/home/graham/pypy/numba/numba/tests/support.py", line 114, in assertRefCount
    old_refcounts = [sys.getrefcount(x) for x in objects]
AttributeError: 'module' object has no attribute 'getrefcount'

======================================================================
ERROR: test_overlap1 (numba.tests.test_overlap.TestArrayOverlap)
----------------------------------------------------------------------
Traceback (most recent call last):
